"leased","District","POName","UnitName","PropertyID","PropertyAddress","City","ST","ZIPCode","Occupied","Maint","EffDate","ExpDate","BldgOwn","LandOwn","TaxClause","PurchaseOption","LONbr","LOYears","LessorName","LessorAddress1","LessorAddress2","LessorAddress3","LessorCity","LessorSt","LessorZIP","IntSqFt","SiteSqFt","AnnualRent","AnnualRent.SqFt","NextRent","NextRent.SqFt","Fin.Sub","ChrgblFinNo","County","PropertyStatus","Ownership","FDBID.All.","AMSLocaleKey.All.","FDBFacilityType.All.","FDBFacilitySubtype.All.","BuildingOwnershipDescription","LandDesc","Maintenance","SpaceCertifiedIndicator","BldgOccuDate","BldgtoLandSqFtRatio"
0,"Suncoast","TAMPA","INTERBAY STATION",NA,"4520 W OAKELLAR AVE","TAMPA","FL","33611-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000,82075,NA,NA,NA,NA,"118925-G34",118923,"HILLSBOROUGH","Active","Owned",1367971,"Y22103","Post Office","Station","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1990"," 2/9"
0,"Suncoast","MELBOURNE","PALM BAY WEST BRANCH",NA,"950 MALABAR RD SW","PALM BAY","FL","32907-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28848,390761,NA,NA,NA,NA,"115790-G14",115792,"BREVARD","Active","Owned",1439188,"Y27382","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1998"," 0/1"
0,"Richmond","NORTH GARDEN","MAIN OFFICE MODULAR",NA,"4917 PLANK RD","NORTH GARDEN","VA","22959-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960,0,NA,NA,NA,NA,"516546-G01",516546,"ALBEMARLE","Active","Owned",NA,NA,NA,NA,"USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","1/1/1998","0"
1,"Northern New Jersey","SEWAREN","MAIN OFFICE","337680001","85 WOODBRIDGE AVE","SEWAREN","NJ","07077-9998","Mar-51","Landlord","9/1/2011","8/31/2016","A","A","Reimbursable",NA,NA,NA,"JOHN L ZENNARIO FAMILY TRUST","350 OCEAN AVENUE",NA,NA,"ATLANTIC HIGHLANDS","NJ","77161739",1337,1337,34000,25.43,37500,28.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Alabama","WESTOVER","MAIN OFFICE (LAND)","18730004","CO RD 55","WESTOVER","AL","35185-9998",NA,"USPS","3/1/2013","2/28/2018","Q","Z","None Specified",NA,NA,NA,"JOHN EDWARD SEXTON","WILLIAM GLEN SEXTON","PO BOX 14",NA,"WESTOVER","AL","351850014",0,18000,3000,0.17,3300,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Arizona","VAIL","RETAIL UNIT","38954003","13190 E COLOSSAL CAVE RD STE 100","VAIL","AZ","85641-9803","7-Jul","USPS (Not Roof)","7/1/2015","6/30/2017","P","P","Percentage",NA,3,16,"OLD VAIL STATION LLC","340 N MAIN AVE",NA,NA,"TUCSON","AZ","857018222",2700,0,62536,23.16,67370,24.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Dakotas","MILES CITY","MAIN OFFICE",NA,"106 N 7TH ST","MILES CITY","MT","59301-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22929,26730,NA,NA,NA,NA,"295724-G01",295724,"CUSTER","Active","Owned",1472121,"17395","Post Office","Service Hub Facility (SHF)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1933"," 6/7"
1,"Westchester","TALLMAN","MAIN OFFICE","358375002","321 ROUTE 59","TALLMAN","NY","10982-9800","Aug-75","Landlord","8/1/2013","7/31/2018","A","A","None Specified",NA,1,5,"321 RT 59 LLC","1 ASHEL LANE",NA,NA,"MONSEY","NY","109522610",1164,1164,37248,32,40973,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Alabama","LEESBURG","MAIN OFFICE","14820002","1045 RIVERSIDE ST","LEESBURG","AL","35983-3504","Aug-85","USPS","8/1/2015","7/31/2020","A","A","Reimbursable",NA,NA,NA,"CARL DUPUIS FAMILY TRUST","RICHARD DUPUIS TRUSTEE","131 BAYVIEW ISLE DR",NA,"ISLAMORADA","FL","330363308",1832,20400,23829,13.01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Philadelphia Metropolitan","FORT WASHINGTON","MAIN OFFICE","412860002","575 PINETOWN RD","FORT WASHINGTON","PA","19034-9998","Aug-98","USPS","8/13/2013","8/12/2018","A","A","Reimbursable",NA,1,5,"PINETOWN ROAD LLC","574 GRAND AVE",NA,NA,"ENGLEWOOD","NJ","76314904",28800,132291,171360,5.95,186935,6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Kentuckiana","MANITOU","MAIN OFFICE TRAILER","205008002","5270 NEBO RD","MANITOU","KY","42436-9998","Jul-89","USPS","7/1/2014","6/30/2017","Y","Z","None Specified",NA,NA,NA,"DAVID WEIR","MARK WEIR","1615 ANTON RD",NA,"MADISONVILLE","KY","424318515",0,22500,2200,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Western Pennsylvania","CARROLLTOWN","MAIN OFFICE","411184001","130 N MAIN ST","CARROLLTOWN","PA","15722-9998","May-62","Landlord","5/4/2015","5/3/2020","P","P","Reimbursable",NA,1,1,"DAVID L BONACCI","JANICE DEMBOSKY","JOANN VARHOLICK","1066 HOOVER ROAD","SMICKSBURG","PA","162562722",2114,17250,27482,13,28539,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Central Illinois","KNOXVILLE","MAIN OFFICE","164194001","121 N PUBLIC SQ","KNOXVILLE","IL","61448-9800","Mar-61","Landlord","3/1/2016","2/28/2021","A","A","None Specified",NA,NA,NA,"SUZANNE M VINCKEL TRUST","JOHN E CROFT, CO-TRUSTEE","OR HARVEY A LEVIN, CO-TRUSTEE","804 KARIN DR","NORMAL","IL","617613144",2333,7095,20414,8.75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Gulf Atlantic","ST AUGUSTINE","CARRIER ANNEX","118145004","4 M L KING AVE","SAINT AUGUSTINE","FL","32084-3308","Nov-94","USPS (Not Roof)","11/1/2014","10/31/2018","A","A","None Specified",NA,NA,NA,"FREE AND ACCEPTED MASONS","OF FLORIDA ASHLAR LODGE 98","PO BOX 236",NA,"ST AUGUSTINE","FL","320850236",9262,63597,150000,16.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Seattle","CATALDO","MAIN OFFICE","151475001","36180 E CANYON RD","CATALDO","ID","83810-9998","Dec-74","USPS","12/1/2014","11/30/2019","B","B","Reimbursable",NA,NA,NA,"HARLAN D DOUGLASS","MAXINE H DOUGLASS","815 E ROSEWOOD AVE",NA,"SPOKANE","WA","992085599",864,18960,8640,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Tennessee","WALLING","MAIN OFFICE","478904003","11839 MCMINNVILLE HWY","WALLING","TN","38587-9998","Mar-86","Landlord","3/1/2012","2/28/2017","B","B",NA,NA,NA,NA,"MELVIN AND PHYLLIS P. GREEN","2178 HOLLOW SPRINGS RD",NA,NA,"WOODBURY","TN","371909998",1120,7420,5760,5.14,6150,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Lakeland","WAUSAU","PARKING ADD'L","568690006","DIVISION STREET","WAUSAU","WI","54401-9998",NA,"Landlord","10/1/1994",NA,"X","Z","None Specified","N",NA,NA,"GLEN M WITTER","221 STEWART AVE","PO BOX 1761",NA,"WAUSAU","WI","544011761",0,9600,5760,0.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Gateway","TOLONO","MAIN OFFICE","167806002","113 N VORCEY ST","TOLONO","IL","61880-9998","Oct-79","Landlord","10/1/2014","9/30/2019","A","A","Reimbursable",NA,NA,NA,"CHARLES E HULSE AND","DIANE D HULSE","PO BOX 677",NA,"TOLONO","IL","618800677",2320,8500,14457,6.23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Lakeland","AUBURNDALE","MAIN OFFICE","560410001","10548 GEORGE AVE","AUBURNDALE","WI","54412-9800","Jan-71","Landlord","1/1/2016","12/31/2020","A","A","Reimbursable",NA,NA,NA,"MILLER SCRAP IRON & STEEL CO INC","P O BOX 464",NA,NA,"GREEN BAY","WI","543050464",1577,15400,10200,6.47,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northern Virginia","ELKWOOD","MAIN OFFICE","512934001","22098 JAMES MADISON HWY","ELKWOOD","VA","22718-1720","Jul-71","Shared","2/1/2012","1/31/2017","E","E","None Specified","N",NA,NA,"DAVID L. COMPTON","SAMUEL COMPTON, JR.","PO BOX 8",NA,"ELKWOOD","VA","227180008",829,4789,9000,10.86,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Lakeland","BLACK CREEK","MAIN OFFICE","560830002","209 S MAIN ST","BLACK CREEK","WI","54106-9742","Dec-77","Landlord","12/1/2012","11/30/2017","A","A","Reimbursable",NA,NA,NA,"MILLER SCRAP IRON & STEEL CO INC","P O BOX 464",NA,NA,"GREEN BAY","WI","543050464",1404,7500,9900,7.05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northern New Jersey","GLEN GARDNER","MAIN OFFICE","332955001","64 MAIN ST","GLEN GARDNER","NJ","08826-9998","Jun-62","Landlord","11/15/2012","11/14/2017","A","A","Reimbursable",NA,NA,NA,"THE LEVIN GROUP LLC","RONALD E LEVIN","970 TILLSON DR",NA,"ZIONSVILLE","IN","460779330",1794,8542,33550,18.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Tennessee","HURRICANE MILLS","MAIN OFFICE","474296001","1855 HURRICANE MILLS RD","HURRICANE MILLS","TN","37078-9998","Jan-72","Landlord","1/1/1972",NA,"D","D","None Specified","N",NA,NA,"LORETTA LYNN","LORETTA LYNN ENTERPRISES INC","PO BOX 120369",NA,"NASHVILLE","TN","372120369",240,7740,600,2.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Greater Boston","BOSTON","WEST NEWTON","240799033","525 WALTHAM ST","WEST NEWTON","MA","02465-9998","Oct-54","USPS","1/1/2016","12/31/2020","A","A","Percentage",NA,1,5,"KENMORE REALTY CORP","1355 WASHINGTON ST",NA,NA,"WEST NEWTON","MA","24652004",3255,3455,104000,31.95,109200,33.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Gulf Atlantic","BRUNSWICK","SEA ISLAND BRANCH","121188009","351 SEA ISLAND ROAD","SAINT SIMONS ISLAND","GA","31522-9998",NA,"Landlord","3/15/2016","3/14/2021","P","P",NA,NA,2,10,"SEA ISLAND ACQUISITION LLC","PO BOX 30861",NA,NA,"SEA ISLAND","GA","315610861",0,0,15000,0,15000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Detroit","MT CLEMENS","ADDITIONAL PARKING","256410006","188 S MAIN ST","MT CLEMENS","MI","48046-9998",NA,"USPS","9/22/2013","9/21/2018","X","Z","Reimbursable",NA,NA,NA,"ANDY ATTISHA","6409 ROYAL POINTE DR",NA,NA,"WEST BLOOMFIELD","MI","483222057",0,19760,17191,0.87,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Western Pennsylvania","STONEBORO","MAIN OFFICE","418152001","40 LINDEN ST","STONEBORO","PA","16153-9800","Mar-67","Landlord","7/1/2012","6/30/2017","P","P","None Specified","N",1,5,"STONEBORO VOLUNTEER","FIRE CO INC","PO BOX 576",NA,"STONEBORO","PA","161530576",2244,11382,16920,7.54,18228,8.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Nevada Sierra","ELKO","SPRING CREEK STATION","312560002","576 SPRING VALLEY CT","SPRING CREEK","NV","89815-6812","Dec-97","USPS (Not Roof)","12/8/1997","12/7/2017","A","A","Reimbursable",NA,2,10,"KHOURY LEASING","568 W SPRING VALLEY CT",NA,NA,"ELKO","NV","898016812",6681,57000,88000,13.17,110000,16.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Central Pennsylvania","LOYSVILLE","MAIN OFFICE","414848001","3555 SHERMANS VALLEY RD","LOYSVILLE","PA","17047-9998","Nov-69","Landlord","12/1/2015","11/30/2020","A","A","None Specified",NA,NA,NA,"GEORGE COLDREN","DAVID J REISINGER","P O BOX 221",NA,"LOYSVILLE","PA","170470221",1844,6275,16000,8.68,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Hawkeye","CLINTON","LYONS STATION","181773002","97 MAIN AVE","CLINTON","IA","52732-9997","Feb-80","Landlord","7/1/2014","6/30/2019","P","P","None Specified",NA,1,NA,"RED INC","ATTN DALE DALTON","2320 NORTH 2ND STREET",NA,"CLINTON","IA","527322434",770,840,7560,9.82,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Greensboro","PROVIDENCE","MAIN OFFICE","366307002","48 PARK SPRINGS RD","PROVIDENCE","NC","27315-9581","Jul-90","USPS (Not Roof)","7/1/2015","6/30/2020","P","P","Reimbursable","N",NA,NA,"KENNETH M CHILTON TRUST","C/O SUSAN THOMAS","521 ACADEMY ST",NA,"RURAL HALL","NC","270459614",1832,51727,19456,10.62,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Mississippi","JACKSON","NORTH STATION",NA,"4040 NORTHVIEW DR","JACKSON","MS","39206-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14615,104429,NA,NA,NA,NA,"273783-G11",273797,"HINDS","Active","Owned",1375449,"Y14118","Post Office","Station","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1987"," 1/7"
1,"Tennessee","MILLEDGEVILLE","MAIN OFFICE","475748002","71 SALTILLO RD","MILLEDGEVILLE","TN","38359-9998","Oct-76","Landlord","10/1/2011","9/30/2016","B","B","Reimbursable","N",NA,NA,"DR ORMAN CAMPBELL AND","MAERENE CAMPBELL","PO BOX 227",NA,"HENDERSON","TN","383400227",1067,19257,11150,10.45,11300,10.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Seattle","CLINTON","MAIN OFFICE","541540002","4801 DEER LAKE RD","CLINTON","WA","98236-8446","Dec-82","USPS (Not Roof)","12/18/2012","12/17/2017","A","A","None Specified","N",1,5,"CALVIN S SOHN","119 167TH PL SE",NA,NA,"BOTHELL","WA","980124933",2029,17641,31571,15.56,66654,32.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northland","BEARDSLEY","MAIN OFFICE","260640002","116 MAIN ST N","BEARDSLEY","MN","56211-9700","Jul-84","Landlord","6/15/2014","6/14/2019","A","A","None Specified",NA,1,5,"CLJ REVOCABLE TRUST","% CURTIS L JORGENSON","35723 STATE HIGHWAY SEVEN",NA,"CLINTON","MN","562255137",696,7800,7656,11,8840,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Richmond","LOW MOOR","MAIN OFFICE","515364002","105 OLD CHURCH RD","LOW MOOR","VA","24457-9998","Aug-88","USPS (Not Roof)","8/1/2013","7/31/2018","P","P","Percentage","N",NA,NA,"BELMONT HOLDINGS LLC","C/O LOUISE BELMONT","PO BOX 124",NA,"LOW MOOR","VA","244570124",951,9060,8400,8.83,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Greater Boston","PEABODY","DOWNTOWN STATION","246086006","13 WALLIS ST","PEABODY","MA","01960-9992","Jun-80","USPS (Not Roof)","9/1/2010","8/31/2020","A","A","Percentage",NA,1,10,"REGENCY REALTY TRUST","ALFRED DIMAMBRO TRUSTEE","PO BOX 708",NA,"PEABODY","MA","19600708",1886,10978,37720,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Richmond","NEWPORT NEWS","MAIN OFFICE",NA,"101 25TH ST","NEWPORT NEWS","VA","23607-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51621,60562,NA,NA,NA,NA,"516426-G01",516426,"INDEPENDENT CITY","Active","Owned",1375026,"X27288","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1904"," 6/7"
1,"Louisiana","QUITMAN","MAIN OFFICE","217358003","8223 QUITMAN HWY","QUITMAN","LA","71268-9998","Oct-98","Landlord","10/24/2013","10/23/2018","A","A","Reimbursable","Y",2,10,"MORRELL CREEK INVESTMENTS LLC","728 OBSIDIAN DR",NA,NA,"SAINT GEORGE","UT","847706124",2977,43124,42005,14.11,57600,19.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Detroit","DETROIT","MT ELLIOT STA PKG","252516001","5505 E. Seven Mile Rd.","DETROIT","MI","48234-9998",NA,"USPS (Not Roof)","7/1/2015","6/30/2020","X","Z","None Specified",NA,NA,NA,"CHURCH OF OUR FATHER","5333 E SEVEN MILE",NA,NA,"DETROIT","MI","482342359",0,2240,2240,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Western New York","KENDALL","MAIN OFFICE","354330002","1870 KENDALL RD","KENDALL","NY","14476-9998","Nov-82","USPS (Not Roof)","11/1/2012","10/31/2017","B","B","Reimbursable","N",NA,NA,"FDI POSTAL PROPERTIES II INC","PO BOX 659",NA,NA,"MOUNT AIRY","MD","217710659",1620,40000,21600,13.33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Alabama","HOUSTON","MAIN OFFICE","14230001","4802 COUNTY ROAD 63","HOUSTON","AL","35572-2643","Jan-69","USPS","2/1/2015","1/31/2020","A","A","Reimbursable",NA,1,5,"JOHNNY ALFORD","867 NATL FOREST DR 123",NA,NA,"HOUSTON","AL","355722749",864,6000,4320,5,4623,5.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Mid-America","DENTON","MAIN OFFICE","192464001","506 MAIN ST","DENTON","KS","66017-9998","Jul-55","Landlord","11/1/2013","10/31/2018","P","P","None Specified",NA,NA,NA,"HARRIMACK, LLC","8342 MACON RD",NA,NA,"CORDOVA","TN","380188554",814,900,4475,5.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Appalachian","MARTINSBURG","MAIN OFFICE","555208004","1355 OLD COURTHOUSE SQ","MARTINSBURG","WV","25404-9998","Sep-95","USPS (Not Roof)","9/1/2015","8/31/2020","P","P","Percentage","N",1,5,"SUGAROAK OLD COURTHOUSE LLC","C/O SUGAROAK MANAGEMENT SERVICE","481 CARLISLE DR",NA,"HERNDON","VA","201704882",40297,63466,289093,7.17,320980,7.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Dallas","RICHARDSON","HUFFHINES PARK STATIO",NA,"1206 APOLLO RD","RICHARDSON","TX","75081-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25893,229571,NA,NA,NA,NA,"487555-G03",487556,"DALLAS","Active","Owned",1367578,"W24140","Post Office","Station","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1992"," 1/9"
1,"Louisiana","NEW ORLEANS","P.MARQ.BLDG MAIL ROOM","216565084","701 LOYOLA AVE","NEW ORLEANS","LA","70113-9998","Sep-91","Landlord","9/1/1991",NA,"A","A","None Specified","N",NA,NA,"JESUIT HIGH SCHOOL","DBA PERE MARQUETTE BLDG","4133 BANKS ST",NA,"NEW ORLEANS","LA","701196811",132,132,1,0.01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Portland","TERREBONNE","MAIN OFFICE","408272002","8080 11TH ST","TERREBONNE","OR","97760-9775","May-82","USPS","5/24/2007","5/23/2017","P","P","Reimbursable",NA,NA,NA,"THOMAS STEINMANN","412 BEVERLY DR",NA,NA,"REDLANDS","CA","923737181",2353,18930,42000,17.85,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Caribbean","SAN JUAN","CATANO STATION",NA,"131 AVE BARBOSA","CATANO","PR","00962-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4167,9900,NA,NA,NA,NA,"428483-G01",428483,"SAN JUAN","Active","Owned",1433943,"V17167","Post Office","Branch","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","3/1/1962"," 3/7"
1,"Kentuckiana","GRANDVIEW","MAIN OFFICE","173344001","302 MAIN ST","GRANDVIEW","IN","47615-9998","Jan-55","Landlord","2/1/2016","1/31/2021","P","P","None Specified",NA,1,5,"GRANDVIEW LODGE #191","GEORGE W WHITE","5030 JONES RD",NA,"OWENSBORO","KY","423039768",950,950,5748,6.05,6322,6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Philadelphia Metropolitan","PHILADELPHIA","MO RETAIL & DELIVERY",NA,"3000 CHESTNUT ST","PHILADELPHIA","PA","19104-9997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59536,39880,NA,NA,NA,NA,"416544-G32",416544,"PHILADELPHIA","Active","Owned",1436716,"X1B940","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","3/1/1960","1 1/2"
1,"Mid-America","CANALOU","MAIN OFFICE","281260002","235 MADISON ST","CANALOU","MO","63828-9998","8-Aug","Landlord","8/25/2015","8/24/2020","P","P","None Specified",NA,2,10,"CITY OF CANALOU","PO BOX 221",NA,NA,"CANALOU","MO","638280221",360,360,3500,9.72,3700,10.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northern Ohio","CLEVELAND","PARMA BRANCH","381666013","7801 DAY DR","CLEVELAND","OH","44129-9998","Feb-68","Landlord","3/1/2013","2/28/2018","P","P","None Specified","N",NA,NA,"LAMED VAV LLC","AN OHIO LLC","SUITE 201","3681 S GREEN RD","BEACHWOOD","OH","441225716",11610,53650,28000,2.41,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Ohio Valley","TERRACE PARK","MAIN OFFICE","388169001","409 TERRACE PL","TERRACE PARK","OH","45174-9998","Jul-53","USPS (Not Roof)","5/1/2014","4/30/2019","P","P","Reimbursable",NA,NA,NA,"ANN M  SWENSON","TODD A SWENSON","1892 4TH AVENUE",NA,"WEST LINN","OR","970684503",1300,6775,9900,7.62,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"South Florida","MIAMI","NORTH MIAMI BRANCH",NA,"14311 BISCAYNE BLVD","NORTH MIAMI","FL","33181-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28676,273297,NA,NA,NA,NA,"115891-G01",115891,"DADE","Active","Owned",1438769,"Y22533","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1991"," 1/9"
1,"Oklahoma","CACHE","MAIN OFFICE","391298002","601 S 8TH ST","CACHE","OK","73527-9998","Aug-86","USPS (Not Roof)","8/1/2006","7/31/2016","A","A","None Specified","Y",NA,NA,"PEACHTREE PROPERTIES LLC","P O BOX 42004",NA,NA,"OKLAHOMA CITY","OK","731233004",5000,64033,42600,8.52,48750,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Northern New England","WEST PARIS","MAIN OFFICE","229555001","238 MAIN ST","WEST PARIS","ME","04289-9998","Aug-52","Landlord","6/1/2009","5/31/2016","P","P","None Specified",NA,NA,NA,"COBBLE VIEW PROP INC","PO BOX 241",NA,NA,"OXFORD","ME","42700241",1115,1650,13476,12.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Tennessee","OAKDALE","MAIN OFFICE","476372004","320 E MAIN ST","OAKDALE","TN","37829-9998","Nov-84","USPS (Not Roof)","5/1/2003","4/30/2023","A","A","Reimbursable","N",NA,NA,"LAWSON PROPERTIES LLC","ATTN MARK M LAWSON","110 PIEDMONT AVE STE 300",NA,"BRISTOL","VA","242011459",1375,48691,18026.25,13.11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Central Plains","WAKEFIELD","MAIN OFFICE","309390001","319 MAIN ST","WAKEFIELD","NE","68784-6026","Jan-64","Landlord","1/1/2012","12/31/2016","P","P","None Specified","N",NA,NA,"CORRINE CARLSON REVOCABLE LIVING TRUST","CORRINE CARLSON CO TTEE","ELMER CARLSON CO TTEE","1500 VINTAGE HILL DR APT 8","WAYNE","NE","687871253",3091,6039,11040,3.57,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Alabama","COTTONWOOD","MAIN OFFICE","12090002","53 JOE COOK ST","COTTONWOOD","AL","36320-4283","Jan-88","USPS (Not Roof)","1/1/2013","12/31/2017","A","A","Reimbursable",NA,NA,NA,"JAMES H LAMB","& BOBBY C LAMB","C/O ANNE L GARDNER","107 CHOCTAW DR","EUFAULA","AL","360279528",2343,28105,18000,7.68,18744,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,"Arkansas","CONWAY","MAIN OFFICE",NA,"1060 HOGAN LN","CONWAY","AR","72034-9998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26799,213840,NA,NA,NA,NA,"042034-G02",42034,"FAULKNER","Active","Owned",1359137,"Y20262","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/2000"," 1/8"
1,"Dakotas","HARRISON","MAIN OFFICE","293816001","7552 US HIGHWAY 287 N","HARRISON","MT","59735-9700","Mar-55","Landlord","12/1/2014","11/30/2019","P","P","Reimbursable",NA,NA,NA,"BARWICK POELSTRA LLC","PO BOX 860",NA,NA,"CLINTON","NC","283290860",1152,3750,9216,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
