"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30"
"644","Ohio Valley","HEATH","NEWARK RETAIL ANNEX","385698008","789 HEBRON RD REAR","HEATH","OH","43056-9997","Dec-97","USPS (Not Roof)","12/1/2012","11/30/2017","A","A","None Specified","N","","","PARK PLAZA INC","723 GRANVILLE RD","","","NEWARK","OH","430552822","","3,000","18,000","$44,100.00 ","$14.70 ","$48,510.00 ","$16.17 "
"645","Ohio Valley","HEBRON","MAIN OFFICE","383542002","146 N HIGH ST","HEBRON","OH","43025-9028","Jun-96","USPS (Not Roof)","6/7/1996","6/6/2016","A","A","Reimbursable","Y","4","20","RONALD F BATES","CAROL E BATES","PO BOX 158","","AMANDA","OH","431020158","","5,446","74,444","$54,187.00 ","$9.95 ","$65,897.00 ","$12.10 "
"646","Ohio Valley","HIGGINSPORT","MAIN OFFICE","383584002","400 WASHINGTON ST","HIGGINSPORT","OH","45131-9998","Feb-76","Landlord","2/1/2016","1/31/2021","P","P","None Specified","","","","ANDREW LLOYD","JUDITH LLOYD","7523 HEATHERWOOD LN","","CINCINNATI","OH","452443211","","674","704","$5,610.00 ","$8.32 ","$0.00 ","$0.00 "
"647","Ohio Valley","HIGHLAND","MAIN OFFICE","383591001","7914 W MAIN ST","HIGHLAND","OH","45132-9998","Feb-55","Landlord","8/1/2015","7/31/2020","P","P","None Specified","","1","5","MARTHA C KNOWLES","308 W TRUESDELL ST","","","WILMINGTON","OH","451772631","","680","927","$4,000.00 ","$5.88 ","$4,320.00 ","$6.35 "
"648","Ohio Valley","HOCKINGPORT","MAIN OFFICE LAND","383619002","699 STATE ROUTE 124","HOCKINGPORT","OH","45739-9998","","USPS","1/1/2015","12/31/2019","X","Z","Percentage","","","","CARL FORD JR","108 OAKWOOD PL","","","PARKERSBURG","WV","261019238","","0","14,160","$3,600.00 ","$0.25 ","$0.00 ","$0.00 "
"649","Ohio Valley","HOMER","MAIN OFFICE","383668001","1080 HOMER RD NW","HOMER","OH","43027-8000","Apr-67","Landlord","4/1/2002","","E","E","None Specified","N","","","PATRICIA M YOAKAM","PO BOX 34","","","HOMER","OH","430270034","","918","918","$4,200.00 ","$4.58 ","$0.00 ","$0.00 "
"650","Ohio Valley","HOWARD","MAIN OFFICE","383717001","23359 COSHOCTON RD","HOWARD","OH","43028-9016","Dec-55","Landlord","12/1/2012","11/30/2017","P","P","None Specified","","","","CAROLE H MAYABB","4607 CARROLL LEE LN","","","MIDDLETOWN","OH","450445244","","1,700","3,709","$11,400.00 ","$6.71 ","$15,000.00 ","$8.82 "
"651","Ohio Valley","HUNTSVILLE","MAIN OFFICE","383759001","6493 LIMA ST","HUNTSVILLE","OH","43324-9433","Aug-63","USPS (Not Roof)","11/1/2008","10/31/2018","P","P","Reimbursable","","","","PIOPADRE LLC","C/O ROBERT MUETZEL","","PO BOX 710","SOMERSET","OH","437830710","","1,106","4,500","$15,480.00 ","$14.00 ","$0.00 ","$0.00 "
"652","Ohio Valley","IRONTON","MAIN OFFICE","383815001","214 N 4TH ST","IRONTON","OH","45638-9839","Nov-68","USPS (Not Roof)","11/1/2013","10/31/2018","B","B","None Specified","Y","","","BURTON S LEVINSON","SUITE 1250","9401 WILSHIRE BLVD","","BEVERLY HILLS","CA","902122928","","10,200","44,463","$29,201.00 ","$2.86 ","$0.00 ","$0.00 "
"653","Ohio Valley","JACKSON CENTER","MAIN OFFICE","383857001","114 E PIKE ST","JACKSON CENTER","OH","45334-9998","May-69","USPS","6/1/2014","5/31/2019","P","P","Reimbursable","","1","5","SCHERER POST NO. 493","JACKSON CENTER AMERICAN LEGION","609 E PIKE ST","","JACKSON CENTER","OH","453349799","","3,080","9,295","$24,500.00 ","$7.95 ","$28,725.00 ","$9.33 "
"654","Ohio Valley","JACKSONTOWN","MAIN OFFICE","383864002","6686 NATIONAL RD SE","JACKSONTOWN","OH","43030-8000","Dec-74","Landlord","3/1/2016","2/28/2021","P","P","None Specified","","1","5","NOVELLA SUE THOMAS","PO BOX 224","","","JACKSONTOWN","OH","430300224","","620","2,620","$6,180.00 ","$9.97 ","$6,480.00 ","$10.45 "
"655","Ohio Valley","JACKSONVILLE","MAIN OFFICE","383871001","35 S 6TH ST","JACKSONVILLE","OH","45740-9800","Feb-55","Landlord","8/1/2013","7/31/2018","P","P","None Specified","","1","5","ROBERT L. SAYRE","FRANCES E. SAYRE","PO BOX 94","","JACKSONVILLE","OH","457400094","","567","1,500","$3,339.91 ","$5.89 ","$3,440.11 ","$6.07 "
"656","Ohio Valley","JAMESTOWN","MAIN OFFICE","383892002","37 N LIMESTONE ST","JAMESTOWN","OH","45335-9998","Jan-83","USPS (Not Roof)","2/1/2014","1/31/2018","P","P","Reimbursable","N","","","JAMESTOWN PO LLC","818 E FRANKLIN ST STE A","","","CENTERVILLE","OH","454595606","","2,400","10,420","$19,020.00 ","$7.93 ","$0.00 ","$0.00 "
"657","Ohio Valley","JASPER","MAIN OFFICE LAND","383899003","6618 SR 104","JASPER","OH","45642-9998","","USPS","6/14/2015","6/13/2020","Q","P","None Specified","N","","","KEITH E WILLSON","6605 ST RT 104","PO BOX 17","","JASPER","OH","456420017","","0","2,400","$3,600.00 ","$1.50 ","$0.00 ","$0.00 "
"658","Ohio Valley","JEFFERSONVILLE","MAIN OFFICE","383913001","12 S MAIN ST","JEFFERSONVILLE","OH","43128-9998","Sep-76","Landlord","11/1/2011","10/31/2016","P","P","None Specified","N","","","WAYNE L RAYBURN","OR DONNA RAYBURN","39 E HIGH ST","","JEFFERSONVILLE","OH","431281042","","1,541","1,681","$9,240.00 ","$6.00 ","$9,240.00 ","$6.00 "
"659","Ohio Valley","JERUSALEM","MAIN OFFICE","383941001","51666 MAIN ST","JERUSALEM","OH","43747-9997","Jun-67","Landlord","12/1/2011","11/30/2016","P","P","None Specified","N","","","KREIDLER CONST CO","9548 SOUTH AVE","","","POLAND","OH","445743498","","1,062","7,200","$6,960.00 ","$6.55 ","$7,600.00 ","$7.16 "
"660","Ohio Valley","JOHNSTOWN","MAIN OFFICE","383962006","211 W COSHOCTON ST","JOHNSTOWN","OH","43031-9998","Mar-98","USPS (Not Roof)","3/1/2013","2/28/2018","P","P","Percentage","N","1","5","ROTH-GAREL","JOHNSTOWN LLC","395 LIBRARY PARK SOUTH","","COLUMBUS","OH","432154704","","10,128","78,974","$82,944.00 ","$8.19 ","$90,156.00 ","$8.90 "
"661","Ohio Valley","JUNCTION CITY","MAIN OFFICE","383969001","114 W MAIN ST","JUNCTION CITY","OH","43748-9900","Feb-55","Landlord","10/1/2015","9/30/2020","P","P","None Specified","","2","10","PAUL D. RYAN","9455 ZION RD","","","THORNVILLE","OH","430769749","","760","3,200","$6,204.00 ","$8.16 ","$6,825.00 ","$8.98 "
"662","Ohio Valley","KETTLERSVILLE","MAIN OFFICE (LAND)","419904003","EAST SIDE OF KETTLERSVILLE RD","KETTLERSVILLE","OH","45336-9998","","USPS","1/1/2012","12/31/2016","Q","Z","None Specified","","1","5","PHILIP BUEHLER","JOAN BUEHLER","PO BOX 156","","KETTLERSVILLE","OH","453360156","","0","30,312","$2,400.00 ","$0.08 ","$2,400.00 ","$0.08 "
"663","Ohio Valley","KILBOURNE","MAIN OFFICE","384060001","3922 MAIN ST","KILBOURNE","OH","43032-8000","Jan-66","Landlord","11/1/2004","","D","D","None Specified","","","","BRONISLAW ARBESFELD","PO BOX 51","","","KILBOURNE","OH","430320051","","494","974","$5,400.00 ","$10.93 ","$0.00 ","$0.00 "
"664","Ohio Valley","KIMBOLTON","MAIN OFFICE","384088001","114 S MAIN ST","KIMBOLTON","OH","43749-9900","Feb-74","Landlord","2/14/2016","2/13/2021","P","P","Reimbursable","","1","5","FIRST INC","PO BOX 997","","","CLARKSDALE","MS","386140997","","875","1,975","$7,200.00 ","$8.23 ","$7,920.00 ","$9.05 "
"665","Ohio Valley","KINGSTON","MAIN OFFICE","384102001","4 W PICKAWAY ST","KINGSTON","OH","45644-9678","Jul-55","USPS (Not Roof)","7/1/2012","6/30/2017","P","P","Reimbursable","","","","MICHELLE M JOHNSON","32801 N HWY 441 LOT 77","","","OKEECHOBEE","FL","349720283","","1,404","2,088","$10,440.00 ","$7.44 ","$11,232.00 ","$8.00 "
"666","Ohio Valley","KITTS HILL","MAIN OFFICE","384151001","7480 STATE ROUTE 141","KITTS HILL","OH","45645-8582","Oct-55","Landlord","6/1/2014","5/31/2019","P","P","None Specified","","1","5","TONY K VIRGIN","AND MARY VIRGIN","PO BOX 8","","KITTS HILL","OH","456450008","","1,164","2,860","$7,800.00 ","$6.70 ","$8,700.00 ","$7.47 "
"667","Ohio Valley","LA RUE","MAIN OFFICE","384284001","65 S HIGH ST","LA RUE","OH","43332-9997","Jun-60","USPS (Not Roof)","6/1/2015","5/31/2020","A","A","Reimbursable","","2","10","MARIAN L RIDGWAY","PO BOX 305","","","LA RUE","OH","433320305","","1,800","8,700","$12,860.00 ","$7.14 ","$13,860.00 ","$7.70 "
"668","Ohio Valley","LAKEVIEW","MAIN OFFICE","384235001","160 S MAIN ST","LAKEVIEW","OH","43331-9550","Jan-58","USPS","1/3/2014","1/2/2019","P","P","Reimbursable","","","","AMERICAN POSTAL LLC","PO BOX 860","","","CLINTON","NC","283290860","","1,400","5,894","$11,550.00 ","$8.25 ","$0.00 ","$0.00 "
"669","Ohio Valley","LANCASTER","ADDITIONAL PARKING","384263003","WALNUT STREET","LANCASTER","OH","43130-9998","","USPS","8/1/2014","7/31/2019","X","Z","None Specified","","1","5","222 SOUTH BROAD ST CORP","222 S BROAD ST","","","LANCASTER","OH","431304305","","0","16,000","$16,368.00 ","$1.02 ","$18,480.00 ","$1.16 "
"670","Ohio Valley","LATHAM","MAIN OFFICE","384298001","8502 STATE ROUTE 124","LATHAM","OH","45646-9800","Jan-74","Landlord","1/5/2016","1/4/2021","P","P","None Specified","","","","SHERRY L RUSSELL","PO BOX 58","","","LATHAM","OH","456460058","","430","1,986","$4,500.00 ","$10.47 ","$0.00 ","$0.00 "
"671","Ohio Valley","LAURA","MAIN OFFICE","384312001","203 S MAIN ST","LAURA","OH","45337-9998","Oct-69","USPS (Not Roof)","10/1/2012","9/30/2017","B","B","Reimbursable","","","","THOMAS I MAGEE","10 VENETIAN VILLAGE","","","CULVER","IN","465119724","","960","21,377","$8,100.00 ","$8.44 ","$8,745.00 ","$9.11 "
"672","Ohio Valley","LAURELVILLE","MAIN OFFICE","384319001","16088 PIKE ST","LAURELVILLE","OH","43135-9900","Jan-71","Landlord","1/1/2014","12/31/2018","P","P","None Specified","","","","ROBERT D BOWERS","PO BOX 466","","","LAURELVILLE","OH","431350466","","2,697","6,100","$13,000.00 ","$4.82 ","$0.00 ","$0.00 "
"673","Ohio Valley","LEBANON","MAIN OFFICE LAND","384347002","230 New Street","LEBANON","OH","45036-9999","","USPS","5/1/1996","4/30/2046","X","Z","None Specified","","","","CITY OF LEBANON","LEBANON CITY BUILDING","230 NEW STREET","","LEBANON","OH","450363606","","0","120,059","$1.00 ","$0.00 ","$0.00 ","$0.00 "
"674","Ohio Valley","LEESBURG","MAIN OFFICE","384361001","44 E MAIN ST","LEESBURG","OH","45135-9998","Feb-61","USPS","2/25/2016","2/24/2021","P","P","Reimbursable","","1","5","ARNOVITZ FAMILY LTD","1440 PASSPORT LANE","","","DAYTON","OH","454145914","","3,424","10,798","$20,400.00 ","$5.96 ","$20,808.00 ","$6.08 "
"675","Ohio Valley","LEWISBURG","MAIN OFFICE","384431003","723 N COMMERCE ST","LEWISBURG","OH","45338-9998","Jun-86","USPS (Not Roof)","6/1/2006","5/31/2016","P","P","Reimbursable","N","","","LAWRENCE MAGDOVITZ ESTATE","PO BOX 997","","","CLARKSDALE","MS","386140997","","2,002","8,208","$18,000.00 ","$8.99 ","$19,019.00 ","$9.50 "
"676","Ohio Valley","LEWISTOWN","MAIN OFFICE","384445001","7670 COUNTY ROAD 91","LEWISTOWN","OH","43333-9797","Mar-55","USPS (Not Roof)","12/1/2013","11/30/2018","A","A","Reimbursable","","","","BRUSH CREEK PARTNERS","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","","751","1,071","$7,800.00 ","$10.39 ","$0.00 ","$0.00 "
"677","Ohio Valley","LEWISVILLE","MAIN OFFICE","384452001","33212 RAILROAD ST","LEWISVILLE","OH","43754-9900","Feb-55","Landlord","6/1/2014","5/31/2019","B","B","None Specified","","1","5","GREGORY P CALE","TRACY D CALE","280 LINVALE DR","","NORWICH","OH","437679788","","830","3,000","$7,000.00 ","$8.43 ","$7,500.00 ","$9.04 "
"678","Ohio Valley","LITHOPOLIS","MAIN OFFICE","384529002","260 W COLUMBUS ST","LITHOPOLIS","OH","43136-9907","Sep-97","USPS (Not Roof)","9/26/1997","9/25/2017","A","A","Reimbursable","Y","3","15","DAVID S HUNGERFORD","13304 BEAVER DAM RD","","","COCKEYSVILLE","MD","210301500","","3,062","30,000","$39,066.50 ","$12.76 ","$47,606.00 ","$15.55 "
"679","Ohio Valley","LITTLE HOCKING","MAIN OFFICE","384536001","3985 STATE ROUTE 124","LITTLE HOCKING","OH","45742-5386","Sep-66","USPS (Not Roof)","9/1/2011","8/31/2016","A","A","Reimbursable","","1","5","VALLEY REALTY CO","PO BOX 997","","","CLARKSDALE","MS","386140997","","1,230","14,120","$8,400.00 ","$6.83 ","$9,600.00 ","$7.80 "
"680","Ohio Valley","LOCKBOURNE","MAIN OFFICE","384543001","1 MECHANIC ST","LOCKBOURNE","OH","43137-9906","Jan-59","USPS","1/1/2015","12/31/2019","P","P","Reimbursable","","","","LORI RODMAN","DBA LETTER RIP LLC","1191 RIVER RD","","OSTRANDER","OH","430619720","","1,200","10,716","$10,634.00 ","$8.86 ","$0.00 ","$0.00 "
"681","Ohio Valley","LONDONDERRY","MAIN OFFICE","384578004","5055 VIGO RD","LONDONDERRY","OH","45647-9785","Oct-95","USPS (Not Roof)","10/4/2015","10/3/2020","A","A","Reimbursable","N","1","5","THE LUCEY FAMILY LP","139 DENISE DR","","","NISAYUNA","NY","123091138","","2,002","43,560","$29,000.00 ","$14.49 ","$44,280.00 ","$22.12 "
"682","Ohio Valley","LONG BOTTOM","MAIN OFFICE","384585001","61462 STATE ROUTE 124","LONG BOTTOM","OH","45743-9804","Jul-51","Landlord","11/1/2015","10/31/2020","P","P","None Specified","","","","KENNETH YOUNG","51645 BIGLEY RIDGE RD","","","LONG BOTTOM","OH","457439764","","819","2,095","$6,000.00 ","$7.33 ","$0.00 ","$0.00 "
"683","Ohio Valley","LORE CITY","MAIN OFFICE","384599001","200 MAIN ST NW","LORE CITY","OH","43755-9901","Oct-59","Landlord","12/5/2012","12/4/2017","P","P","None Specified","","","","DANIEL D POTTS","HAILEY S DUNN","DAVID L POTTS","8535 SQUAD CT","GALLOWAY","OH","431198365","","950","1,200","$5,225.00 ","$5.50 ","$5,800.00 ","$6.11 "
"684","Ohio Valley","LOWELL","MAIN OFFICE","384627001","203 3RD ST","LOWELL","OH","45744-7800","Nov-68","Landlord","12/1/2014","11/30/2019","P","P","None Specified","","1","5","JAMES MICHAEL MCCARTHY","262 WESTEDGE CT","","","GALLOWAY","OH","431199095","","1,230","8,736","$11,070.00 ","$9.00 ","$11,685.00 ","$9.50 "
"685","Ohio Valley","LOWER SALEM","MAIN OFFICE","384641001","103 MAIN ST","LOWER SALEM","OH","45745-9800","Mar-66","Landlord","8/23/2015","8/22/2020","P","P","None Specified","","1","5","THE PEOPLES SAVINGS BANK","PO BOX 246","","","NEW MATAMORAS","OH","457670246","","1,302","8,000","$21,816.00 ","$16.76 ","$23,998.00 ","$18.43 "
"686","Ohio Valley","LUCASVILLE","DRIVEWAY","384655002","SCIOTO ST","LUCASVILLE","OH","45648-9998","","USPS","3/8/1955","","X","E","None Specified","N","","","NORFOLK SOUTHERN CORP","ACCT NO QA9390","PO BOX 116944","","ATLANTA","GA","303686944","","0","1,046","$120.00 ","$0.11 ","$0.00 ","$0.00 "
"687","Ohio Valley","LUCASVILLE","MAIN OFFICE","384655001","38 ROBERT LUCAS RD","LUCASVILLE","OH","45648-9800","Feb-55","USPS","11/8/2015","11/7/2020","P","P","None Specified","","2","10","GEORGE L DAVIS","AND/OR NANCY APPEL DAVIS","1918 FRANKLIN AVE","","PORTSMOUTH","OH","456623109","","3,221","4,121","$19,800.00 ","$6.15 ","$21,780.00 ","$6.76 "
"688","Ohio Valley","LUDLOW FALLS","MAIN OFFICE","384669004","110 COVINGTON AVE","LUDLOW FALLS","OH","45339-9998","Jul-86","USPS (Not Roof)","7/1/2011","6/30/2016","P","P","None Specified","N","","","ROSE SCOTT REALTY, LLC","216 HAMILTON STREET","","","WEST MILTON","OH","453831627","","1,223","1,263","$7,200.00 ","$5.89 ","$7,600.00 ","$6.21 "
"689","Ohio Valley","LYNCHBURG","MAIN OFFICE","384676001","264 N MAIN ST","LYNCHBURG","OH","45142-9998","Jun-67","USPS (Not Roof)","6/1/2012","5/31/2017","P","P","Reimbursable","","1","5","LORI RODMAN","DBA LETTER RIP LLC","1191 RIVER RD","","OSTRANDER","OH","430619720","","2,436","8,722","$16,800.00 ","$6.90 ","$18,000.00 ","$7.39 "
"690","Ohio Valley","MAGNETIC SPRINGS","MAIN OFFICE","384802003","57 S MAIN ST","MAGNETIC SPRINGS","OH","43036-8000","Mar-96","Landlord","3/6/2016","3/5/2021","A","A","None Specified","N","","","CAPITAL VENTURES LLP","PO BOX 200","","","MAGNETIC SPRINGS","OH","430360200","","774","2,400","$7,008.00 ","$9.05 ","$0.00 ","$0.00 "
"691","Ohio Valley","MALTA","MAIN OFFICE","384830001","534 N MAIN ST","MALTA","OH","43758-9900","Aug-65","USPS","8/1/2015","7/31/2020","P","P","Reimbursable","","2","10","MAGDOVITZ AGENCY INC","PO BOX 997","","","CLARKSDALE","MS","386140997","","2,292","12,866","$19,055.00 ","$8.31 ","$20,960.00 ","$9.14 "
"692","Ohio Valley","MANCHESTER","MAIN OFFICE","384844001","301 PIKE ST","MANCHESTER","OH","45144-9998","Jan-61","USPS (Not Roof)","1/16/2010","1/15/2020","P","P","Reimbursable","","","","JOHN DETRICK","465 ABERFELDA CT","","","SPRINGFIELD","OH","455044909","","2,365","14,994","$14,190.00 ","$6.00 ","$0.00 ","$0.00 "
"693","Ohio Valley","MAPLEWOOD","MAIN OFFICE","384872001","21611 MAPLEWOOD RD","MAPLEWOOD","OH","45340-9998","Mar-80","Landlord","7/1/2013","6/30/2018","B","B","None Specified","","2","10","MICHAEL J CLARK","GAIL F CLARK","11323 TAWAWA MAPLEWOOD RD","","MAPLEWOOD","OH","453408704","","256","256","$4,391.92 ","$17.16 ","$4,655.44 ","$18.19 "
"694","Ohio Valley","MARENGO","MAIN OFFICE","384893002","97 S MAIN ST","MARENGO","OH","43334-9598","Feb-96","USPS","2/17/2016","2/16/2021","A","A","Reimbursable","","1","5","F BUDDIE CONTRACTING LTD","12120 SOBIESKI AVE","","","CLEVELAND","OH","441354856","","3,062","43,560","$35,213.00 ","$11.50 ","$39,806.00 ","$13.00 "
"695","Ohio Valley","MARTINSBURG","MAIN OFFICE","384956002","110 E LIBERTY ST","MARTINSBURG","OH","43037-8000","May-83","Landlord","5/1/2014","4/30/2019","P","P","None Specified","","","","JEFFREY H BUDD","SANDRA L BUDD","PO BOX 177","","MARTINSBURG","OH","430370177","","900","2,500","$9,500.00 ","$10.56 ","$0.00 ","$0.00 "
"696","Ohio Valley","MARTINSVILLE","MAIN OFFICE","384970002","33 HIGH ST","MARTINSVILLE","OH","45146-9998","Dec-75","Landlord","12/1/2015","11/30/2020","B","B","None Specified","","1","5","PAUL F DULING","AND/ OR JANET M DULING","6628 ROAD J6","","OTTAWA","OH","458759737","","1,040","2,040","$8,320.00 ","$8.00 ","$9,000.00 ","$8.65 "
"697","Ohio Valley","MC ARTHUR","MAIN OFFICE","384704001","117 S MARKET ST","MC ARTHUR","OH","45651-1274","Feb-60","Landlord","2/1/2015","1/31/2020","B","B","Reimbursable","","","","MAGDOVITZ AGENCY INC","ROBERT H CARTER","DBA CARTER COMPANY","PO BOX 997","CLARKSDALE","MS","386140997","","3,600","13,553","$37,500.00 ","$10.42 ","$0.00 ","$0.00 "
"698","Ohio Valley","MC DERMOTT","MAIN OFFICE","384746001","100 BARKER ST","MC DERMOTT","OH","45652-9997","Feb-55","Landlord","9/1/2014","8/31/2019","P","P","None Specified","","1","5","SUSAN E THOMPSON","2420 EDGEWOOD DR","","","PORTSMOUTH","OH","456623230","","856","1,500","$6,500.00 ","$7.59 ","$7,000.00 ","$8.18 "
"699","Ohio Valley","MECHANICSBURG","MAIN OFFICE","385033002","40 S MAIN ST","MECHANICSBURG","OH","43044-1199","Sep-75","Landlord","9/1/2015","8/31/2020","P","P","Reimbursable","","2","10","ROBERT MASLOW","11756 BANYAN RIM DR","","","WHITTIER","CA","906014714","","2,688","15,635","$21,012.00 ","$7.82 ","$23,113.00 ","$8.60 "
"700","Ohio Valley","MEDWAY","MAIN OFFICE","385054001","117 W MAIN ST","MEDWAY","OH","45341-9998","Dec-58","USPS (Not Roof)","12/1/2015","11/30/2020","P","P","Reimbursable","","","","BLESER FAMILY PROPERTIES LTD","7179 GAINES RD","","","CINCINNATI","OH","452473403","","1,400","4,960","$9,600.00 ","$6.86 ","$0.00 ","$0.00 "
"701","Ohio Valley","MIAMITOWN","MAIN OFFICE","385145001","6739 STATE ROUTE 128","MIAMITOWN","OH","45041-9998","Jun-54","USPS","4/1/2016","3/31/2021","P","P","None Specified","","1","5","THE GERARD CO, AN OH CORP","7968 WESSELMAN RD","","","CLEVES","OH","450028608","","1,163","4,206","$9,858.00 ","$8.48 ","$10,449.00 ","$8.98 "
"702","Ohio Valley","MIAMIVILLE","MAIN OFFICE","385152001","352 CENTER ST","MIAMIVILLE","OH","45147-9998","Jul-55","Landlord","2/1/2014","1/31/2019","P","P","None Specified","","","","TAMRA DUCOLON","PO BOX 202","","","MIAMIVILLE","OH","451470202","","510","1,310","$8,820.00 ","$17.29 ","$0.00 ","$0.00 "
"703","Ohio Valley","MIDDLEBURG","MAIN OFFICE","385173002","12020 GREEN ST","MIDDLEBURG","OH","43336-9700","Apr-91","USPS","4/1/2016","3/31/2021","B","B","None Specified","","1","5","DAVID B SAXTON","PO BOX 116","","","MIDDLEBURG","OH","433360116","","654","3,500","$7,024.00 ","$10.74 ","$7,024.00 ","$10.74 "
"704","Ohio Valley","MILFORD CENTER","MAIN OFFICE","385236001","21 E STATE ST","MILFORD CENTER","OH","43045-9003","Jan-63","USPS (Not Roof)","1/1/2014","12/31/2018","P","P","Reimbursable","","","","DEERFIELD R/E INVESTMENTS LLC","P O BOX 710","","","SOMERSET","OH","437830710","","1,288","3,912","$10,613.00 ","$8.24 ","$0.00 ","$0.00 "
"705","Ohio Valley","MILLEDGEVILLE","MAIN OFFICE","385250002","8118 CHURCH ST","MILLEDGEVILLE","OH","43142-9900","Oct-88","USPS (Not Roof)","3/1/2015","2/29/2020","B","B","None Specified","","","","RONALD C ANDERSON","PO BOX 112","","","MILLEDGEVILLE","OH","431420112","","443","2,058","$3,900.00 ","$8.80 ","$0.00 ","$0.00 "
"706","Ohio Valley","MILLERSPORT","MAIN OFFICE","385278001","12050 LANCASTER ST","MILLERSPORT","OH","43046-9032","Oct-65","Landlord","10/1/2015","9/30/2020","P","P","None Specified","","2","10","CLARK PROPERTIES","2641 SUMMIT ST","","","MILLERSPORT","OH","430467004","","1,689","9,600","$13,917.00 ","$8.24 ","$15,032.00 ","$8.90 "
"707","Ohio Valley","MILLFIELD","MAIN OFFICE","385292001","16099 MAIN ST","MILLFIELD","OH","45761-9998","May-67","Landlord","5/1/2015","4/30/2020","P","P","Reimbursable","","","","PHILIP P BROWN","385 HAMLET DR","","","DELRAY BEACH","FL","334453937","","1,014","10,890","$11,160.00 ","$11.01 ","$0.00 ","$0.00 "
"708","Ohio Valley","MINFORD","MAIN OFFICE","385341002","10623 STATE ROUTE 139","MINFORD","OH","45653-8545","Aug-00","USPS (Not Roof)","8/25/2000","8/24/2020","P","P","Reimbursable","Y","3","15","KEN RASE","THE MINFORD COMPANY","612 6TH ST STE C","","PORTSMOUTH","OH","456623962","","2,937","45,000","$60,596.00 ","$20.63 ","$40,858.00 ","$13.91 "
"709","Ohio Valley","MONROE","MAIN OFFICE","385390001","301 S MAIN ST","MONROE","OH","45050-9998","Aug-67","USPS (Not Roof)","9/1/2012","8/31/2017","B","B","None Specified","","1","5","EMERAN J TILLAR JR","PROPERTIES LLC","12177 SCOUTMASTER DR","","CINCINNATI","OH","452411754","","2,464","15,514","$21,600.00 ","$8.77 ","$24,840.00 ","$10.08 "
"710","Ohio Valley","MORRAL","MAIN OFFICE","385446001","150 W NEFF ST","MORRAL","OH","43337-9381","Sep-61","USPS (Not Roof)","9/1/2013","8/31/2018","P","P","Reimbursable","","","","DEERFIELD R/E INVESTMENTS LLC","PO BOX 710","","","SOMERSET","OH","437830710","","1,230","3,670","$11,220.00 ","$9.12 ","$0.00 ","$0.00 "
"711","Ohio Valley","MORRISTOWN","MAIN OFFICE","385453001","126 E MAIN ST","MORRISTOWN","OH","43759-9900","Feb-55","Landlord","5/1/2016","4/30/2021","P","P","None Specified","","","","JOEL V. BRAIDO","PO BOX 363","","","BETHESDA","OH","437190363","","600","2,700","$4,740.00 ","$7.90 ","$0.00 ","$0.00 "
"712","Ohio Valley","MORROW","MAIN OFFICE","385460001","531 W PIKE ST","MORROW","OH","45152-9998","Nov-63","USPS","11/1/2013","10/31/2018","A","A","None Specified","","1","5","MORROW PLAZA LLC","C/O B&L COMPANY","4025 PADDOCK RD #100","","CINCINNATI","OH","452291641","","3,240","17,240","$25,781.00 ","$7.96 ","$27,070.00 ","$8.35 "
"713","Ohio Valley","MOSCOW","MAIN POST OFFICE","385467002","30 Wells Street","MOSCOW","OH","45153-9998","Feb-13","Landlord","2/15/2013","2/14/2018","A","A","None Specified","","2","10","VILLAGE OF MOSCOW OHIO","PO BOX 93","","","MOSCOW","OH","451530093","","825","0","$7,800.00 ","$9.45 ","$8,580.00 ","$10.40 "
"714","Ohio Valley","MOUNT LIBERTY","MAIN OFFICE","385516002","7088 COLUMBUS RD","MOUNT LIBERTY","OH","43048-8000","Jan-91","Landlord","1/15/2016","1/14/2021","P","P","None Specified","","1","5","ARTHUR D CHANEY JR","DBA ADC INVESTMENT LLC","PO BOX 72","","MOUNT LIBERTY","OH","430480072","","380","380","$4,147.00 ","$10.91 ","$4,354.00 ","$11.46 "
"715","Ohio Valley","MOUNT ORAB","MAIN OFFICE","385523002","202 E MAIN ST","MOUNT ORAB","OH","45154-9998","Feb-74","Landlord","2/1/2014","1/31/2019","P","P","None Specified","","","","MICHELE MASLOW","11741 BANYAN RIM DR","","","WHITTIER","CA","906014712","","1,856","7,133","$12,000.00 ","$6.47 ","$0.00 ","$0.00 "
"716","Ohio Valley","MOUNT STERLING","MAIN OFFICE","385551001","34 W COLUMBUS ST","MOUNT STERLING","OH","43143-9998","Mar-59","Landlord","4/1/2014","3/31/2019","P","P","Reimbursable","","","","MARCIA MECKLER","2749 BRENTWOOD RD","","","COLUMBUS","OH","432092218","","3,000","9,000","$24,720.00 ","$8.24 ","$0.00 ","$0.00 "
