"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30"
"225","Mississippi","OCEAN SPRINGS","VANCLEAVE STA GRD LSE","275733003","12401 HIGHWAY 57","VANCLEAVE","MS","39565-9998","","USPS","9/7/2000","9/7/2040","Q","Z","None Specified","","","","JACKSON COUNTY BOARD OF","SUPERVISORS","DEPT. OF EDUCATION","PO BOX 5069","VAN CLEAVE","MS","395655069","","0","52,272","$6,750.00 ","$0.13 ","$0.00 ","$0.00 "
"226","Mississippi","OSYKA","MAIN OFFICE","275824002","500 W LIBERTY ST","OSYKA","MS","39657-9998","Jul-79","Landlord","7/1/2014","6/30/2019","B","B","Reimbursable","","1","5","HARRY P DODGE TRUST","DATED MARCH 1 2012","HARRY P DODGE TTEE","PO BOX 5065","NAVARRE","FL","325660065","","1,400","16,400","$17,500.00 ","$12.50 ","$19,500.00 ","$13.93 "
"227","Mississippi","OVETT","MAIN OFFICE","275837001","3227 OVETT MOSELLE RD","OVETT","MS","39464-9998","Oct-61","Landlord","10/1/2011","9/30/2016","P","P","None Specified","","1","5","E J DENNIS JR","16 CAYLEE LN","","","ELLISVILLE","MS","394378516","","800","1,532","$5,000.00 ","$6.25 ","$5,625.00 ","$7.03 "
"228","Mississippi","PACE","MAIN OFFICE","275863002","329 JENNY WASHINGTON RD","PACE","MS","38764-9998","Jul-75","USPS","7/1/2015","6/30/2020","B","B","Reimbursable","","1","5","DOBBS P O PROPERTIES LLC","C/O DR JIM DOBBS","P O BOX 1110","","CALHOUN CITY","MS","389161110","","874","12,500","$8,700.00 ","$9.95 ","$9,300.00 ","$10.64 "
"229","Mississippi","PACHUTA","MAIN OFFICE","275876002","201 E MAIN ST","PACHUTA","MS","39347-9998","Dec-95","Landlord","12/20/2015","12/19/2020","A","A","None Specified","N","1","5","JAMES REEVES CONTRACTOR INC","3341 GATTI PL","","","GAUTIER","MS","395535703","","1,375","34,252","$14,368.00 ","$10.45 ","$17,960.00 ","$13.06 "
"230","Mississippi","PASCAGOULA","MOSS POINT","275941026","4537 BOWEN ST","MOSS POINT","MS","39563-9998","Feb-99","USPS (Not Roof)","2/18/1999","2/17/2018","P","P","None Specified","Y","","","MOSS POINT REDEVELOPMENT AUTHORITY","4412 DENNY ST","","","MOSS POINT","MS","395632899","","22,215","248,480","$377,588.76 ","$17.00 ","$0.00 ","$0.00 "
"231","Mississippi","PATTISON","MAIN OFFICE","275967002","10035 HIGHWAY 547","PATTISON","MS","39144-9998","Jun-85","USPS","6/1/2015","5/31/2020","A","A","None Specified","N","","","JAMES REEVES CONTRACTOR INC","3341 GATTI PL","","","GAUTIER","MS","395535703","","930","16,500","$13,783.00 ","$14.82 ","$0.00 ","$0.00 "
"232","Mississippi","PAULDING","MAIN OFFICE MODULAR SITE","275980004","HIGHWAY 503","PAULDING","MS","39348-9998","","USPS","9/1/2014","8/31/2019","Q","Z","None Specified","","1","5","DENNIS T READ","28 WANSLEY RD","","","LAUREL","MS","394403235","","0","14,000","$1,700.00 ","$0.12 ","$1,785.00 ","$0.13 "
"233","Mississippi","PELAHATCHIE","MAIN OFFICE","276045002","801 SECOND ST","PELAHATCHIE","MS","39145-9998","Sep-75","Landlord","9/1/2015","8/31/2020","A","A","Reimbursable","","1","5","GKT MANAGEMENT CO LLC","2710 RIVER BIRCH DR","","","SUGAR LAND","TX","774791517","","1,856","17,250","$16,464.00 ","$8.87 ","$18,120.00 ","$9.76 "
"234","Mississippi","PERKINSTON","MAIN OFFICE","276084002","145 MAIN ST","PERKINSTON","MS","39573-9998","Mar-98","USPS","3/24/1998","3/23/2018","P","P","Reimbursable","Y","2","10","MACO MANAGEMENT CO INC","PO BOX 68","","","CLARKTON","MO","638370068","","5,003","67,518","$59,000.00 ","$11.79 ","$53,000.00 ","$10.59 "
"235","Mississippi","PETAL","MAIN OFFICE","276110003","121 MORRIS ST","PETAL","MS","39465-9998","Nov-95","Landlord","11/13/2015","11/12/2020","A","A","None Specified","N","1","5","MC DANIEL INVESTMENTS INC","PO BOX 730","","","JONESBORO","AR","724030730","","6,404","116,153","$72,103.00 ","$11.26 ","$79,363.00 ","$12.39 "
"236","Mississippi","PHEBA","MAIN OFFICE","276149002","213 N BEASLEY RD","PHEBA","MS","39755-9998","Aug-92","USPS","7/27/2012","7/26/2017","A","A","Reimbursable","","","","NORMA L THOMPSON","PO BOX 55","","","PHEBA","MS","397550055","","700","7,579","$4,200.00 ","$6.00 ","$4,900.00 ","$7.00 "
"237","Mississippi","PHILIPP","MAIN OFFICE","276175001","1277 HIGHWAY 8","PHILIPP","MS","38950-9998","Oct-75","Landlord","10/1/2015","9/30/2020","B","B","Reimbursable","","1","5","LAWRENCE M MAGDOVITZ","PO BOX 997","","","CLARKSDALE","MS","386140997","","874","12,500","$8,040.00 ","$9.20 ","$8,700.00 ","$9.95 "
"238","Mississippi","PICAYUNE","CDU MAE L WILLIAMS","276214002","1511 SEVENTH AVE","PICAYUNE","MS","39466-3719","","USPS","5/1/1992","","X","E","None Specified","N","","","PICAYUNE HOUSING","AUTHORITY","PO DRAWER 40","","PICAYUNE","MS","394660040","","0","493","$1.00 ","$0.00 ","$0.00 ","$0.00 "
"239","Mississippi","PICAYUNE","DEL UNIT GEO WEEMS","276214001","603 SHERD STREET","PICAYUNE","MS","39466-3719","","Unknown","5/1/1992","4/30/2019","X","E","None Specified","N","","","PICAYUNE HOUSING","AUTHORITY","PO DRAWER 40","","PICAYUNE","MS","394660040","","0","616","$1.00 ","$0.00 ","$0.00 ","$0.00 "
"240","Mississippi","PICAYUNE/CARRIERE","CARRIER UNIT ANNEX","276214005","6342 HIGHWAY 11 N","PICAYUNE","MS","39466-9996","Nov-01","USPS (Not Roof)","11/29/2001","11/28/2021","P","P","Reimbursable","Y","2","10","TRINITY POSTAL INC","C/O ANDY COOPER","6007 WOODS RD","","PICAYUNE","MS","394662186","","8,256","84,558","$105,267.00 ","$12.75 ","$112,731.00 ","$13.65 "
"241","Mississippi","PICKENS","MAIN OFFICE","276227001","121 LEXINGTON ST","PICKENS","MS","39146-9998","Aug-72","Landlord","8/1/2013","7/31/2018","B","B","Reimbursable","","","","BETH ANN MAGDOVITZ TRUST","LAWRENCE M MAGDOVITZ II TRUSTEE","PO BOX 997","","CLARKSDALE","MS","386140997","","1,728","12,750","$17,100.00 ","$9.90 ","$0.00 ","$0.00 "
"242","Mississippi","PINEY WOODS","MAIN OFFICE","276279001","11 WARD LN","PINEY WOODS","MS","39148-9998","Jul-58","Landlord","7/12/1958","","D","D","None Specified","N","","","PINEY WOODS SCHOOL","GENERAL DELIVERY","","","PINEY WOODS","MS","391489999","","1,044","2,308","$960.00 ","$0.92 ","$0.00 ","$0.00 "
"243","Mississippi","PINOLA","MAIN OFFICE","276292002","2267 SIMPSON HIGHWAY 28 W","PINOLA","MS","39149-9998","Aug-75","Landlord","8/1/2015","7/31/2020","B","B","Reimbursable","","1","5","J EDWIN WHITE JR","ANDREW BUSH WHITE","JOHN E WHITE III","153 APOTHECARY PT","MENDENHALL","MS","391146267","","1,400","15,000","$9,180.00 ","$6.56 ","$10,200.00 ","$7.29 "
"244","Mississippi","PITTSBORO","MAIN OFFICE","276305001","104 N MURPHREE ST","PITTSBORO","MS","38951-9998","Jan-55","Landlord","11/1/2014","10/31/2019","P","P","None Specified","","1","5","DOBBS P O PROPERTIES LLC","C/O DR JIM DOBBS","P O BOX 1110","","CALHOUN CITY","MS","389161110","","767","3,750","$6,903.00 ","$9.00 ","$7,593.00 ","$9.90 "
"245","Mississippi","PLANTERSVILLE","MAIN OFFICE","276318002","2540 MAIN ST","PLANTERSVILLE","MS","38862-9998","Sep-81","Landlord","9/1/2011","8/31/2016","A","A","","","1","5","GERMERICAN CORP","C/O STEVEN GALAN CPA","1400 OLD COUNTRY RD STE 301","","WESTBURY","NY","115905119","","2,320","22,651","$25,520.00 ","$11.00 ","$25,520.00 ","$11.00 "
"246","Mississippi","POPE","MAIN OFFICE","276396002","774 MAIN ST","POPE","MS","38658-9998","Jun-85","USPS (Not Roof)","7/1/2015","6/30/2020","A","A","None Specified","N","1","5","MARGIE GRIST","POA NELSON LOUIS GRIST","PO BOX 642","","PONTOTOC","MS","388630642","","1,067","15,000","$13,500.00 ","$12.65 ","$19,000.00 ","$17.81 "
"247","Mississippi","POPLARVILLE","MAIN OFFICE PARKING","276422001","DAUPHINE ST","POPLARVILLE","MS","39470-9998","","USPS","12/1/2013","11/30/2018","X","P","","","","","FIRST BAPTIST CHURCH","POB 191","","","POPLARVILLE","MS","394700191","","0","4,800","$1,000.00 ","$0.21 ","$0.00 ","$0.00 "
"248","Mississippi","PORTERVILLE","MAIN OFFICE","276435001","54 PORTERVILLE RD","PORTERVILLE","MS","39352-9998","Jan-55","Landlord","12/1/2011","11/30/2016","B","B","None Specified","","1","","MARY JANE H DAWS","PO BOX 101","","","DEKALB","MS","393280101","","540","2,238","$4,800.00 ","$8.89 ","$4,800.00 ","$8.89 "
"249","Mississippi","POTTS CAMP","MAIN OFFICE","276461001","24 S CENTER ST","POTTS CAMP","MS","38659-9998","Jun-69","Landlord","6/1/2013","5/31/2018","P","P","None Specified","","","","CHARLES A GURLEY AND","JEAN R GURLEY","PO BOX 411","","POTTS CAMP","MS","386590411","","1,486","3,120","$8,000.00 ","$5.38 ","$0.00 ","$0.00 "
"250","Mississippi","PRAIRIE","MAIN OFFICE","276487002","10177 HIGHWAY 382","PRAIRIE","MS","39756-9998","May-91","USPS","5/1/2016","4/30/2021","A","A","Reimbursable","Y","1","5","LAWRENCE M MAGDOVITZ","PO BOX 997","","","CLARKSDALE","MS","386140997","","1,375","43,560","$12,000.00 ","$8.73 ","$13,000.00 ","$9.45 "
"251","Mississippi","PRENTISS","MAIN OFFICE","276513002","2112 MOUNT CARMEL AVE","PRENTISS","MS","39474-9998","Dec-82","USPS (Not Roof)","12/1/2012","11/30/2017","A","A","None Specified","N","1","5","JAMES REEVES CONTRACTOR INC","3341 GATTI PL","","","GAUTIER","MS","395535703","","4,440","39,556","$38,681.00 ","$8.71 ","$84,960.00 ","$19.14 "
"252","Mississippi","PRESTON","MAIN OFFICE","276526001","10816 HIGHWAY 397","PRESTON","MS","39354-9998","Jun-75","Landlord","6/1/2015","5/31/2020","A","A","Reimbursable","","1","5","RUTH G MILLER","291 W PARK AVENUE","","","DREW","MS","387373344","","874","12,500","$5,802.00 ","$6.64 ","$6,267.00 ","$7.17 "
"253","Mississippi","PUCKETT","MAIN OFFICE","276591003","1086 HIGHWAY 13 N","PUCKETT","MS","39151-9998","Feb-88","Landlord","2/15/2013","2/14/2018","B","B","None Specified","","1","5","ROBERT L MEANS","PO BOX 149","","","PUCKETT","MS","391510149","","1,250","10,000","$9,375.00 ","$7.50 ","$10,000.00 ","$8.00 "
"254","Mississippi","PULASKI","MAIN OFFICE","276604001","7052 HIGHWAY 481 S","PULASKI","MS","39152-9998","Dec-61","Landlord","12/1/2012","11/30/2017","A","A","Reimbursable","","1","5","NATALIE NOBLIN RHODES","7300 HIGHWAY 481 S","","","PULASKI","MS","391529406","","650","26,100","$4,400.00 ","$6.77 ","$4,600.00 ","$7.08 "
"255","Mississippi","PURVIS","MAIN OFFICE","276617002","5851 US HIGHWAY 11","PURVIS","MS","39475-9998","Dec-86","USPS (Not Roof)","12/1/2011","11/30/2016","B","B","None Specified","N","","","LACARROLL HUDSON","JOHN T HUDSON","PO BOX 592","","PURVIS","MS","394750592","","4,182","53,940","$36,000.00 ","$8.61 ","$42,000.00 ","$10.04 "
"256","Mississippi","QUITMAN","MAIN OFFICE","276656001","103 S ARCHUSA AVE","QUITMAN","MS","39355-9998","Oct-59","USPS (Not Roof)","10/16/2014","10/15/2019","B","B","Reimbursable","","","","MAGDOVITZ AGENCY INC","PO BOX 997","","","CLARKSDALE","MS","386140997","","3,212","14,700","$32,000.00 ","$9.96 ","$0.00 ","$0.00 "
"257","Mississippi","RALEIGH","MAIN OFFICE","276669002","111 MAIN ST","RALEIGH","MS","39153-9998","Nov-86","USPS (Not Roof)","11/1/2011","10/31/2016","B","B","None Specified","N","","","GREENBOUGH INC","PO BOX 700","","","CLARKSDALE","MS","386140700","","2,761","35,720","$22,088.00 ","$8.00 ","$23,192.00 ","$8.40 "
"258","Mississippi","RANDOLPH","MAIN OFFICE","276682002","213 RANDOLPH LOOP","RANDOLPH","MS","38864-9998","Dec-91","USPS","12/1/2011","11/30/2016","P","P","Reimbursable","Y","1","5","CHARLES COWSERT","P O BOX 467","","","RANDOLPH","MS","388640467","","930","33,034","$7,800.00 ","$8.39 ","$8,400.00 ","$9.03 "
"259","Mississippi","RAYMOND","LEARNED POBU","276695002","115 PORT GIBSON ST","RAYMOND","MS","39154-9998","Aug-83","USPS","8/1/1983","","D","D","None Specified","N","","","TOWN OF LEARNED","PO BOX 2021","","","LEARNED","MS","391542021","","200","3,000","$612.00 ","$3.06 ","$0.00 ","$0.00 "
"260","Mississippi","RAYMOND","MAIN OFFICE","276695003","115 PORT GIBSON ST","RAYMOND","MS","39154-9998","Mar-86","USPS","3/1/2016","2/28/2021","B","B","None Specified","","1","5","THE GADDIS FARMS","PO BOX 298","","","BOLTON","MS","390410298","","4,182","27,928","$45,741.00 ","$10.94 ","$48,028.00 ","$11.48 "
"261","Mississippi","RED BANKS","MAIN OFFICE","276708002","406 YARBROUGH LOOP","RED BANKS","MS","38661-9998","Dec-85","USPS","12/1/2015","11/30/2020","A","A","Reimbursable","","1","5","FDI POSTAL PROPERTIES II INC","PO BOX 659","","","MOUNT AIRY","MD","217710659","","1,312","19,775","$11,480.00 ","$8.75 ","$11,808.00 ","$9.00 "
"262","Mississippi","REDWOOD","MAIN OFFICE","276734001","340 OLD HIGHWAY 3","REDWOOD","MS","39156-9998","Aug-66","USPS (Not Roof)","8/1/2011","7/31/2016","A","A","None Specified","N","","","LLOYD A & KAREN B CAUSEY","PO BOX 383","","","REDWOOD","MS","391560383","","800","4,292","$5,940.00 ","$7.43 ","$7,200.00 ","$9.00 "
"263","Mississippi","RENA LARA","MAIN OFFICE","276760002","3291 HIGHWAY 1","RENA LARA","MS","38767-9998","Oct-92","USPS","10/13/2012","10/12/2017","A","A","Reimbursable","","","","LAWRENCE M MAGDOVITZ","PO BOX 997","","","CLARKSDALE","MS","386140997","","768","27,878","$5,376.00 ","$7.00 ","$0.00 ","$0.00 "
"264","Mississippi","RIENZI","MAIN OFFICE","276825001","73 S FRONT ST","RIENZI","MS","38865-9998","Aug-76","Landlord","8/1/2006","7/31/2016","A","A","Reimbursable","N","1","5","BRAD S MAGDOVITZ","SHARON M DAVIS","8199 POPLAR AVE APT 1113","","GERMANTOWN","TN","381386159","","1,856","17,250","$13,500.00 ","$7.27 ","$16,000.00 ","$8.62 "
"265","Mississippi","RIPLEY","MAIN OFFICE","276851001","919 CITY AVE S","RIPLEY","MS","38663-9998","Jun-99","USPS (Not Roof)","6/7/1999","6/6/2019","P","P","Reimbursable","Y","2","10","EUCLID R FLOWERS","C/O R BYRON ROACH TTE LLC","PO BOX 321","","JUDSON","TX","756600321","","13,100","174,240","$204,168.00 ","$15.59 ","$255,341.00 ","$19.49 "
"266","Mississippi","ROBINSONVILLE","MAIN OFFICE","276864003","11457 OLD HIGHWAY 61 N","ROBINSONVILLE","MS","38664-9998","Dec-95","Landlord","12/6/2015","12/5/2020","A","A","None Specified","N","1","5","SHARPE REALTY","C/O ALAN E CAREY","PO BOX 760","","COLLIERVILLE","TN","380270760","","2,761","33,600","$30,371.00 ","$11.00 ","$37,356.00 ","$13.53 "
"267","Mississippi","ROLLING FORK","MAIN OFFICE","276916002","138 WALNUT ST","ROLLING FORK","MS","39159-9998","Apr-76","Landlord","4/1/2016","3/31/2021","A","A","Reimbursable","N","2","10","SOUTHLAND COMPANY","PO BOX 628","","","LITTLE ROCK","AR","722030628","","2,320","18,000","$21,054.00 ","$9.08 ","$23,159.00 ","$9.98 "
"268","Mississippi","ROME","MAIN OFFICE","276929002","800 BALTZER ROME RD","ROME","MS","38768-9998","Oct-89","USPS (Not Roof)","10/1/2014","9/30/2019","A","A","None Specified","N","","","LAWRENCE M MAGDOVITZ","PO BOX 997","","","CLARKSDALE","MS","386140997","","930","22,825","$7,150.00 ","$7.69 ","$0.00 ","$0.00 "
"269","Mississippi","ROSE HILL","MAIN OFFICE (LAND)","276955002","HWY 18 & 230","ROSE HILL","MS","39356-9998","","USPS","2/1/2016","1/31/2021","Q","Z","None Specified","","1","5","JOHN LYLE KEENAN SR","PO BOX 181","","","ROSE HILL","MS","393560181","","0","35,650","$2,400.00 ","$0.07 ","$2,580.00 ","$0.07 "
"270","Mississippi","ROSEDALE","MAIN OFFICE","276942002","700 FRONT ST","ROSEDALE","MS","38769-9998","Nov-76","Landlord","11/1/2011","10/31/2016","A","A","None Specified","","","","MC DANIEL INVESTMENTS INC","PO BOX 730","","","JONESBORO","AR","724030730","","2,320","22,800","$21,100.00 ","$9.09 ","$22,000.00 ","$9.48 "
"271","Mississippi","ROXIE","MAIN OFFICE","276994001","83 EAST BLVD","ROXIE","MS","39661-9998","Jun-60","Landlord","6/1/2011","5/31/2016","P","P","Reimbursable","","1","5","WILLIAM C JOHNSON","PO BOX 420","","","ROXIE","MS","396610420","","1,260","7,800","$6,750.00 ","$5.36 ","$7,560.00 ","$6.00 "
"272","Mississippi","RULEVILLE","MAIN OFFICE","277020002","115 N CHESTER AVE","RULEVILLE","MS","38771-9998","Dec-90","USPS (Not Roof)","12/1/2015","11/30/2020","A","A","None Specified","N","","","JOHNSON REAL ESTATE LP","PO BOX 303","","","LELAND","MS","387560303","","2,761","22,500","$26,831.00 ","$9.72 ","$0.00 ","$0.00 "
"273","Mississippi","RUTH","MAIN OFFICE TRAILER","277059002","3663 HIGHWAY 583 SE","RUTH","MS","39662-9998","","USPS","9/1/2015","8/31/2020","Y","D","None Specified","","1","5","TIMOTHY JOE REID","3629 PRIMITIVE DR SE","","","RUTH","MS","396629734","","0","37,500","$2,142.00 ","$0.06 ","$2,249.00 ","$0.06 "
"274","Mississippi","SALLIS","MAIN OFFICE","277072001","6285 FRONT ST","SALLIS","MS","39160-9998","Jun-76","Landlord","6/1/2011","5/31/2016","A","A","Reimbursable","N","","","ANN BURRELL","8026 HIGHWAY 429","","","SALLIS","MS","391605099","","1,400","13,350","$9,240.00 ","$6.60 ","$10,164.00 ","$7.26 "
"275","Mississippi","SALTILLO","MAIN OFFICE","277085002","162 MOBILE ST","SALTILLO","MS","38866-9998","Oct-98","USPS","10/27/1998","10/26/2018","P","P","Reimbursable","Y","2","10","V M CLEVELAND","1879 N COLEY RD","","","TUPELO","MS","388016931","","6,493","84,506","$74,554.50 ","$11.48 ","$81,037.50 ","$12.48 "
"276","Mississippi","SANDERSVILLE","MAIN OFFICE","277111001","201 N FRONT ST","SANDERSVILLE","MS","39477-9998","May-61","Landlord","2/1/2014","1/31/2019","A","A","None Specified","","2","10","BRECKENRIDGE LODGE","PO BOX 309","","","SANDERSVILLE","MS","394770309","","900","2,586","$5,160.00 ","$5.73 ","$5,292.00 ","$5.88 "
"277","Mississippi","SANDHILL","MAIN OFFICE","277124002","189 CARTER STORE RD","SANDHILL","MS","39161-9998","Jun-75","USPS","6/1/2014","5/31/2019","P","P","Reimbursable","","1","5","MARGARET C SHEDD","PO BOX 99","","","SANDHILL","MS","391610099","","1,188","12,500","$7,210.00 ","$6.07 ","$7,571.00 ","$6.37 "
"278","Mississippi","SANDY HOOK","MAIN OFFICE","277137002","480 JOHN FORD HOME RD","SANDY HOOK","MS","39478-9998","Apr-75","Landlord","4/1/2015","3/31/2020","A","A","Reimbursable","","1","5","MARY D HARTFORD","PO BOX 10","","","SANDY HOOK","MS","394780010","","1,392","15,000","$9,456.00 ","$6.79 ","$9,924.00 ","$7.13 "
"279","Mississippi","SARAH","MAIN OFFICE","277163003","1353 SARAH RD","SARAH","MS","38665-9998","Nov-90","USPS (Not Roof)","11/1/2015","10/31/2020","A","A","None Specified","N","","","FDI POSTAL PROPERTIES I INC","PO BOX 659","","","MOUNT AIRY","MD","217710659","","1,375","32,636","$14,500.00 ","$10.55 ","$0.00 ","$0.00 "
"280","Mississippi","SARDIS","MAIN OFFICE","277176001","209 S MAIN ST","SARDIS","MS","38666-9998","May-65","USPS","2/1/2010","1/31/2020","B","B","Reimbursable","","","","HUNT FAMILY TRUST","2711 MILO HAE LOOP","","","KOLOA","HI","967569513","","3,180","11,200","$20,000.00 ","$6.29 ","$0.00 ","$0.00 "
"281","Mississippi","SATARTIA","MAIN OFFICE","277202001","9334 HIGHWAY 3","SATARTIA","MS","39162-9998","Jun-75","Landlord","6/1/2015","5/31/2020","B","B","Reimbursable","","1","5","ANDY BURT","AND PATRICIA BURT","747 PENNEBAKER RD","","VICKSBURG","MS","391839248","","840","12,500","$6,600.00 ","$7.86 ","$7,125.00 ","$8.48 "
"282","Mississippi","SAUCIER","MAIN OFFICE","277215002","17690 2ND ST","SAUCIER","MS","39574-9998","Apr-89","USPS (Not Roof)","3/1/1997","2/28/2022","A","A","Reimbursable","Y","2","10","UNITED PO INVEST INC","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","","4,182","60,025","$31,365.00 ","$7.50 ","$33,456.00 ","$8.00 "
"283","Mississippi","SCHLATER","MAIN OFFICE","277241002","101 BEATRICE ST","SCHLATER","MS","38952-9998","Jun-83","USPS (Not Roof)","6/15/2013","6/14/2018","A","A","None Specified","N","1","5","POSTAL BUILDING & LEASING CO","720 OLIVE ST STE 1630","","","SAINT LOUIS","MO","631012321","","1,064","10,000","$10,644.00 ","$10.00 ","$19,000.00 ","$17.86 "
"284","Mississippi","SCOBEY","MO MODULAR (LAND)","277254004","20073 HIGHWAY 51","SCOBEY","MS","38953-9998","May-94","Landlord","5/1/2014","4/30/2019","Q","Z","None Specified","","1","5","HARRISON FARM LLC","717 RICE RD STE H","","","RIDGELAND","MS","391573041","","0","43,560","$2,000.00 ","$0.05 ","$2,200.00 ","$0.05 "
"285","Mississippi","SCOOBA","MAIN OFFICE","277267002","868 KEMPER ST","SCOOBA","MS","39358-9998","May-86","USPS","5/1/2016","4/30/2021","B","B","Reimbursable","","1","4","YATES REALTY CORP","PO BOX 385","","","PHILADELPHIA","MS","393500385","","1,832","31,420","$19,000.00 ","$10.37 ","$19,950.00 ","$10.89 "
"286","Mississippi","SCOTT","MAIN OFFICE","277280001","1 COTTON ROW","SCOTT","MS","38772-9998","Mar-55","Landlord","9/1/2000","","P","P","None Specified","N","1","","DELTA AND PINE LAND CO","PO BOX 217","","","SCOTT","MS","387720217","","480","528","$2,040.00 ","$4.25 ","$0.00 ","$0.00 "
"287","Mississippi","SEBASTOPOL","MAIN OFFICE","277293002","16811 HIGHWAY 21 N","SEBASTOPOL","MS","39359-9998","Jul-90","USPS (Not Roof)","7/1/2015","6/30/2020","A","A","None Specified","N","","","JAMES G HAMIL","PO BOX 67","","","SEBASTOPOL","MS","393570067","","1,832","12,000","$22,429.25 ","$12.24 ","$0.00 ","$0.00 "
"288","Mississippi","SEMINARY","MAIN OFFICE","277306002","205 N OAK ST","SEMINARY","MS","39479-9998","Jul-75","Landlord","7/1/2015","6/30/2020","B","B","Reimbursable","","1","5","JAMES REEVES CONTRACTOR INC","3341 GATTI PL","","","GAUTIER","MS","395535703","","1,856","17,250","$15,780.00 ","$8.50 ","$17,040.00 ","$9.18 "
"289","Mississippi","SENATOBIA","MAIN OFFICE","277319001","100 W MAIN ST","SENATOBIA","MS","38668-9998","Jan-72","Landlord","11/1/2011","10/31/2016","B","B","None Specified","N","","","CITY OF SENATOBIA","133 N FRONT ST","","","SENATOBIA","MS","386682137","","4,891","31,100","$28,000.00 ","$5.72 ","$29,400.00 ","$6.01 "
"290","Mississippi","SHANNON","MAIN OFFICE","277345002","718 ROMIE HILL AVE","SHANNON","MS","38868-9998","Nov-91","USPS","11/1/2011","10/31/2016","A","A","None Specified","N","1","5","JOHN M DEAN JR","PO DRAWER 272","","","LELAND","MS","387560272","","2,761","49,254","$26,919.00 ","$9.75 ","$29,864.00 ","$10.82 "
"291","Mississippi","SHAW","MAIN OFFICE","277371001","100 FAISON ST","SHAW","MS","38773-9998","Apr-62","USPS","4/30/2012","4/30/2017","B","B","Reimbursable","","","","CHILCUTT PARTNERS","1701 MAIN ST","","","COLUMBUS","MS","397014975","","2,565","12,800","$12,184.00 ","$4.75 ","$12,793.00 ","$4.99 "
"292","Mississippi","SHELBY","MAIN OFFICE","277384001","304 SECOND AVE","SHELBY","MS","38774-9998","Aug-61","USPS","10/1/2011","9/30/2016","A","A","Reimbursable","","","","NATIONWIDE POSTAL MANAGEMENT","J LEONARD SPODEK","123 GROVE AVE STE 222","","CEDARHURST","NY","115162302","","2,561","12,000","$25,610.00 ","$10.00 ","$0.00 ","$0.00 "
"293","Mississippi","SHERMAN","MAIN OFFICE","277410001","65 E MAIN ST","SHERMAN","MS","38869-9998","Jan-61","USPS","1/11/2012","1/31/2017","A","A","None Specified","","","","RODNEY E SHANDS","SHANDS CHILDREN P'SHIP","P O BOX 30","","NEW ALBANY","MS","386520030","","996","5,400","$8,295.00 ","$8.33 ","$8,964.00 ","$9.00 "
"294","Mississippi","SHUBUTA","MAIN OFFICE","277436002","160 S HIGH ST","SHUBUTA","MS","39360-9998","Mar-99","USPS (Not Roof)","3/6/1999","3/5/2019","P","P","Reimbursable","","2","10","FDI POSTAL PROPERTIES II INC","PO BOX 659","","","MOUNT AIRY","MD","217710659","","3,032","39,639","$39,600.00 ","$13.06 ","$51,480.00 ","$16.98 "
"295","Mississippi","SHUQUALAK","MAIN OFFICE","277449002","202 PINE ST","SHUQUALAK","MS","39361-9998","Jul-89","Landlord","7/15/2011","7/31/2016","P","P","","","1","5","HARRIMACK, LLC","8342 MACON RD","","","CORDOVA","TN","380188554","","1,250","5,000","$13,000.00 ","$10.40 ","$14,950.00 ","$11.96 "
"296","Mississippi","SIBLEY","MAIN OFFICE","277462002","1258 HIGHWAY 61 S","SIBLEY","MS","39165-9998","May-85","Landlord","5/1/2015","4/30/2020","A","B","None Specified","","1","5","CLYDE W WILLIAMS","PO BOX 23","","","SIBLEY","MS","391650023","","540","9,540","$3,600.00 ","$6.67 ","$3,950.00 ","$7.31 "
"297","Mississippi","SIDON","MAIN OFFICE","277475001","511 W RAILROAD AVE","SIDON","MS","38954-9998","Jun-67","Landlord","11/1/2015","10/31/2020","E","E","","","1","5","ADA H KING","PO BOX 125","","","SIDON","MS","389540125","","728","5,170","$5,678.00 ","$7.80 ","$5,824.00 ","$8.00 "
"298","Mississippi","SILVER CITY","MAIN OFFICE","277488002","65 WEST ST","SILVER CITY","MS","39166-9998","Jun-80","USPS","6/1/2015","5/31/2020","B","B","Reimbursable","","","","ROBERT M HILL JR","52 APACHE DR","","","PERRYVILLE","AR","721268027","","874","15,000","$6,600.00 ","$7.55 ","$0.00 ","$0.00 "
"299","Mississippi","SILVER CREEK","MAIN OFFICE","277501001","56 MAIN AVE","SILVER CREEK","MS","39663-9998","Oct-56","Landlord","7/1/2012","6/30/2017","B","B","Reimbursable","","","","MAGDOVITZ AGENCY INC","PO BOX 997","","","CLARKSDALE","MS","386140997","","861","2,461","$6,027.00 ","$7.00 ","$0.00 ","$0.00 "
